,Text,NER
804, 'la-la-a',PN
805, 'la-lu5-u2',PN
806, 'li-bur-ki-{d}en-lil2',PN
807, 'lu2-al-la',PN
808, 'lu2-bala-sa6-ga',PN|FN
809, 'lu2-e2-kar-re',PN
810, 'lu2-gi-...',PN
811, 'lu2-gu3-de2-a',PN
812, 'lu2-ha-ia3',PN
813, 'lu2-iri-ki',PN
814, 'lu2-kisal',PN
815, 'lu2-lagasz{ki}',PN
816, 'lu2-nam-...',PN
817, 'lu2-nimgir',PN
818, 'lu2-nina{ki}',PN
819, 'lu2-sun2-zi',PN
820, 'lu2-usz-gi-na',PN
821, 'lu2-{d}asznan',PN
822, 'ba-lu5',PN
823, 'lu2-{d}dumu-zi',PN
824, 'lugal-an-na-tum2',PN
825, 'lu2-{d}hendur-sag',PN
826, 'lu2-{d}ig-alim',PN
827, 'lu2-{d}inanna',PN
828, 'geme2-kar',PN
829, 'lu2-{d}ku3-nun',PN
830, 'lu2-{d}nansze',PN|FN
831, 'lu2-{d}nin-dar-a',PN
832, 'lu2-{d}nin-gesz-zi-da',PN
833, 'ur-bad3-dur2',PN
834, 'ki-x',PN
835, 'ba-...',PN
836, 'a-ba-{d}utu-gin7',PN
837, 'lu2-{gesz}gigir',PN
838, 'lugal-ab-ba',PN
839, 'lugal-an-na-ab-DU',PN
840, 'lugal-an-ne2',PN
841, 'lugal-an-ne2-ba-du',PN
842, 'lugal-da-...',PN
843, 'lugal-dingir-ur-{d}lamma',PN
844, 'lugal-du11-ge-du7',PN
845, 'lugal-eridu{ki}',PN
846, 'nam-ha-zu',PN
847, 'lugal-gurum2',PN
848, 'lugal-he2-gu-ul',PN
849, 'lugal-inim-gi-na',PN
850, 'lugal-iri-mu',PN
851, 'lugal-kisal',PN
852, 'lugal-me3',PN
853, 'lugal-mu-ma-ag2',PN
854, 'lugal-ni-a2',PN
855, 'lugal-uszumgal',PN
856, 'geme2-kar-ke3{ke4}',PN
857, 'lugal-{d}szul-gi',PN
858, 'lugal-{d}utu',PN
859, 'ma-an-gi4',PN
860, 'ur-e2-zi-da',PN
861, 'mar-tu-i3-sa6',PN
862, 'masz-tur',PN
863, 'nam-x',PN
864, 'NIGIN3',PN
865, 'nimgir-di-de3',PN
866, 'nin-ama-tu-da-ni',PN
867, 'nin-ga2-na-bi-a-x',PN
868, 'nin-kar-re',PN
869, 'nin-mu-igi-ha-ni-sig',PN
870, 'nin-nam-mah-zu',PN
871, 'nir-i3-da-gal2',PN
872, 'ur-gu2-en-na',PN
873, '{d}gesz-x',PN
874, 'sa6-a-ga',PN
875, 'sag-a-du',PN
876, 'sag-tar',PN
877, 'sza3-ki-bi',PN
878, 'a-ga-de3{ki}',GN
879, 'a-hu(RI)-ba-qar',PN
880, 'uri5{ki}',GN
881, 'mu-sza',PN
882, 'la2-mah',PN|FN
883, '{d}nanna',DN
884, 'lugal-x-x',DN
885, '{d}en-a-a',PN
886, 'ur-{d}nin-bara2',PN
887, 'lugal-{gesz}gigir',PN
888, 'lu2-x',PN
889, 'na-sa2',PN
890, 'szesz-ki',PN
891, 'szesz-ki-ag2',PN
892, 'szesz-ki-lu5-la2',PN
893, 'ur-{d}pa4-mu',PN
894, 'szu-ku-bu-um',PN
895, 'ur-e-sag-ga2',PN
896, 'ur-me-ga',PN
897, 'il-la-lum',PN
898, '{d}szara2-zi-da',PN
899, 'ulu3-lal3',PN
900, 'szu-i3-li2',PN
901, 'ar-szi-ah',PN
902, 'ur-a2',PN
903, 'ur-ab-ba',PN
904, 'ur-al-la',PN
905, 'ur-ama-mu-dib',PN
906, 'gu2-u3',PN
907, 'ur-balag',PN
908, 'ur-balag-ku3-ga',PN
909, 'ur-dingir-si-sa2',PN
910, 'ur-dub-szen',PN
911, 'ur-e2-babbar2',PN
912, 'ur-e2-ku3-ga',PN
913, 'ur-e2-ninnu',PN
914, 'ur-GAN2-isz',PN
915, 'lu2-tug2-gal',PN
916, 'ur-sa6-sa6',PN
917, 'ur-sag-ub3{ki}',PN
918, 'ur-szu',PN
919, 'ur-temen-na',PN
920, 'ur-tur-tur',PN
921, 'ur-zabala{ki}',PN
922, 'ur-{d}dumu-zi',PN
923, 'ur-{d}en-sig-nun',PN|FN
924, 'ur-{d}hal-mu-DU',PN
925, 'lum-ma',RN
926, 'ur-{d}lamma-x-gil',PN
927, 'ur-{d}lu2-lal3',PN
928, 'ur-{d}lugal-banda3{da}',PN
929, '{d}nansze-i3-zu',PN
930, 'ur-{d}nin-dub',PN
931, 'ur-{d}nin-szubur',PN
932, 'ur-{d}nin-ur3',PN
933, 'ur-{d}szu4-gan',PN
934, 'ur-{d}x-x',PN
935, 'ur-{d}x-...',PN
936, 'ur2-KU-KU',PN
937, 'ur4-sza3-ki-du10',PN
938, 'lugal-lu2-ni-gu4',PN
939, 'ur-szesz',PN
940, 'szul-pa-e3',PN
941, 'x-x',DN|FN
942, 'zu-zu',PN
943, 'me-wu-zu',PN
944, '{d}en-lil2',DN
945, 'gur-si',PN
946, '{d}ba-ba6-ba-zi-ge',PN
947, '{d}en-lil2-...',PN
948, '{d}en-lil2-da',PN
949, '{d}nin-mar{ki}',DN
950, 'lugal-{gesz}kiri6',PN
951, '{d}szara2-za',PN|FN
952, '{d}szul-gi-i3-li2',PN
953, '{d}utu-e2-x-ha-ti',PN
954, '{d}utu-mu',PN
955, '{d}x',DN|FN
956, '|PU3.SZA|-ma-ma',PN
957, 'igi-{d}szara2',PN
958, 'lugal-ga2-tum3-du10',PN
959, 'ur-i7-nina{ki}-du',PN
960, 'ur-{d}gu-nu',PN
961, '...-da',PN
962, 'da-ad-da',PN
963, 'geme2-{d}...',PN
964, 'munus-sa6-ga',PN
965, 'nin-uszurx(|LAL2.TUG2|)',PN
966, '{d}nin-szubur-an-dul3',PN
967, 'a-al-ni',PN
968, 'giri3-ne2-i3-dab5',PN
969, 'nam-tar-eb2-gu-ul',PN
970, 'du11-ga-ni',PN
971, 'e2-u6',PN
972, '{d}nanna-ki-ag2',PN
973, '{d}nin-mes-pirig-tur',PN
974, 'lugal-ur2-ra-ni',PN|WN
975, 'e2-zi-da',PN
976, 'lu2-ti-i3-zu',PN
977, 'szu-x-...',PN
978, 'lu2-amar-ku3',PN
979, 'SZIM',PN
980, 'ur-gesz-dar-du3',PN
981, 'ur-gu2-...',PN
982, '{d}lamma',PN
983, 'tur-ra-am-i3-li2',PN
984, 'a2-ga',PN
985, 'a2-gu',PN
986, 'bu3-bu3-da',PN
987, 'da-a-a-ti',PN
988, 'igi-sa6-sa6',PN
989, 'ku3-dingir',PN
990, 'a2-bi2-li2',PN|FN
991, 'lu2-ga-mu',PN
992, 'ugnim(KI.SU.LU.UB2){ki}',GN
993, 'munus-mah',PN
994, 'hu-ba-a',PN
995, 'na-di',PN
996, 'ur-ab-ba-sa6-ga',PN
997, 'ur-e2-gibil',PN
998, 'ur-ki-gal2',PN
999, 'sag-{d}nanna-zu',PN|FN
1000, '',PN
1001, 'ur-{d}ab-u2',PN
1002, 'a-ba',PN
1003, 'ur-ti-ra-asz2',PN
1004, 'ur-{d}nin-a-zu',PN
1005, 'a-bi2-sa-ad',PN
1006, 'dingir-lu2-sa6',PN
1007, 'i3-li2-bi2-la-ni',PN
1008, '|PU3.SZA|-esz18-dar',PN
1009, '{d}nin-mar{ki}-ga',PN
1010, '{d}nin-mar{ki}-i3-sa6',PN
1011, '{d}szul-gi-...',PN
1012, 'nin-mar{ki}-ka',PN
1013, 'du10-i3-li2',PN
1014, 'gar3-...',FN
1015, 'ur-kal-la',PN
1016, 'lu2-e2-gu-la',PN
1017, 'nina{ki}',GN
1018, 'lugal-en-nu',PN
1019, 'sza3-ad-da',PN
1020, 'geme2-e2-ninnu',PN
1021, 'nimgir-an-ne2',PN
1022, 'geme2-{d}a-zi-mu2-a',PN
1023, 'en-kusz2-sza3-ga',PN
1024, 'lu2-sza-lim',PN
1025, 'lugal-uszum-gal',PN
1026, 'nin-es3-sa2',PN
1027, '{d}nin-dar-a',DN
1028, 'ir-du10-ga',PN
1029, 'da-ga-mu',PN
1030, 'ur-pu2-mah',PN
1031, '{d}utu-ik-s-ur2',PN
1032, 'szi-a',PN
1033, '...',PN
1034, 'i3-lu-ka3-sa-ad',PN
1035, 'lu2-bu-a',PN
1036, 'lu2-{d}{asz}aszgi{gi4}',PN
1037, 'geme2-gu2-en-na',PN
1038, 'ku3-szu-na',PN
1039, 'a-ba-...-sa6',PN
1040, 'geme2-nin-banda3{da}',PN
1041, 'nin-gin7-a-ba-gin7',PN
1042, 'DISZ',PN
1043, 'geme2-x',PN
1044, 'geme2-{d}iszkur',PN
1045, 'nin-ki-nu-nir{ki}',PN
1046, 'nin-{d}lamma-mu',PN
1047, 'ama-ab2-zi',PN
1048, 'ama-gi-na',PN
1049, 'geme2-{d}dumu-zi-da',PN
1050, 'geme2-{d}nanna',PN
1051, 'geme2-{d}szul-pa-e3',PN|FN
1052, 'geme2-{d}utu',PN
1053, 'nin-e2-gal',PN
1054, 'nin-ga2-bi2-du11',PN
1055, 'nin-mu-ba-zi-ge',PN
1056, 'nin-tur3-ga',PN
1057, 'nin-{d}lamma',PN
1058, 'a-a-ma-an-gi4',PN
1059, 'a-ba-nin-mu-gin7',PN
1060, 'al-la-ba-an-gi4',PN
1061, 'am3-ma',PN
1062, 'ama-gu-la',PN
1063, 'AN-x-x',PN
1064, 'ba-a-a',PN
1065, 'ba-ba',PN
1066, 'da-x-...',PN|FN
1067, 'e2-ta-mu-zu',PN
1068, 'zikum-ma',PN
1069, 'geme2-abzu',PN
1070, 'geme2-bi-ku',PN
1071, 'geme2-bur-sag',PN
1072, 'geme2-dub-sar',PN
1073, 'geme2-e2-an-na',PN
1074, 'geme2-e2-gibil',PN
1075, 'geme2-esz2-dam',PN
1076, 'geme2-ga2-nun',PN
1077, 'geme2-gesz',PN
1078, 'geme2-gesz-dar-du3',PN
1079, 'geme2-kisal',PN
1080, 'geme2-munu4-ku3-ga',PN
1081, 'geme2-nigar{gar}',PN
1082, 'geme2-nimgir',PN
1083, 'geme2-nin-ga2',PN
1084, 'geme2-pu2-...',PN
1085, 'geme2-pu2-sag',PN
1086, 'geme2-sa2-du11',PN
1087, 'geme2-sze-il2-la',PN
1088, 'geme2-tul2-sag',PN
1089, 'geme2-ur5-sa',PN
1090, 'geme2-uri3-na',PN
1091, 'geme2-usz-gid2-da',PN
1092, 'geme2-x-x',PN
1093, 'geme2-{d}en-ki',PN
1094, 'geme2-{d}en-lil2-la2',PN
1095, 'geme2-{d}ma-mi',PN
1096, 'na-mu',PN|FN
1097, 'geme2-{d}nin-mar{ki}',PN
1098, 'geme2-{d}nin-sun2',PN
1099, 'geme2-{d}nu-musz-da',PN
1100, 'geme2-{d}x-x',PN
1101, 'ha-la-{d}ba-ba6',PN
1102, 'i3-sa6-i3-sa6',PN
1103, 'igi-ni-igi-gal2',PN
1104, 'igi-nin',PN
1105, 'inim-sa6-...',PN
1106, 'iri-ni-sze3-kusz2',PN
1107, 'ki-ur5-sa6',PN
1108, 'li-...',PN
1109, 'lu2-ni-mu-ru',PN
1110, 'me-{d}iszkur',PN
1111, 'na-na-a',DN
1112, 'nin-x-gi4',PN
1113, 'geme2-dingir',PN
1114, 'nin-ab-ba-x',PN
1115, 'nin-ba-zi',PN
1116, 'nin-bad3-iri-na',PN
1117, 'nin-bara2-ge-si',PN
1118, 'nin-da-mu-da-gal2',PN
1119, 'nin-du11-ge-du7',PN
1120, 'nin-e-ba-zi-ge',PN
1121, 'nin-e-i3-zu',PN
1122, 'nin-e2-kar-re',PN
1123, 'nin-en7-ku6',PN
1124, 'nin-ensi2',PN
1125, 'nin-ga2-na-be2-am3',PN
1126, 'nin-gin7-a-ba-dim2',PN
1127, 'nin-inim-gi-na',PN|FN
1128, 'nin-iri-ni',PN
1129, 'nin-kal-la',PN
1130, 'nin-ki-ga-dab6',PN
1131, 'nin-ki-ni',PN
1132, 'nin-lu',PN
1133, 'nin-lu2-ti-ti',PN
1134, 'nin-lu2-x',PN
1135, 'nin-ma2-gur8-re',PN
1136, 'nin-me-kal-la',PN
1137, 'nin-mu-dingir-mu',PN
1138, 'nin-nu-kar2-kar2',PN
1139, 'nin-sa-du8',PN
1140, 'nin-si-sa2',PN
1141, 'nin-sza3-zu',PN
1142, 'nin-sze3-dumu-gi7',PN
1143, 'nin-szitim',PN
1144, 'nin-tur-ab-ba',PN
1145, 'nin-tur',PN
1146, 'nin-uri3-a',PN
1147, 'nin-x',PN
1148, 'nin-{d}...',PN
1149, 'nin9-szesz-szesz',PN
1150, 'me-e2-unu{ki}',PN
1151, 'pa4-a-tur',PN
1152, 'sza3-ba-na-sig',PN
1153, 'za3-mu-ba-ni-us2',PN|FN
1154, '...-ni',DN
1155, '{d}lamma-ama-mu',PN
1156, '{d}lamma-re-ba-zi-ge',PN
1157, '{d}lamma-re-e-ba-zi-ge',PN
1158, '{d}nin-szubur-ama',PN
1159, 'nin-ga2-x-na',PN
1160, 'a-ba-a2-GAN2-na',PN
1161, 'a-gu2-zi',PN
1162, 'a-na-na',PN
1163, 'lugal-la',PN
1164, 'an-ne2-si',PN
1165, 'da-ga',PN
1166, 'ga2-gin7-du10',PN
1167, 'geme2-da-nin',PN
1168, 'geme2-iri-sag',PN
1169, 'geme2-ma-ma',PN
1170, 'geme2-{d}a-zi-mu2',PN
1171, '{d}nanna-gu2-gal',PN
1172, 'geme2-{d}nin-gesz-zi-da',PN
1173, 'geme2-{d}nin-tu',PN
1174, 'geme2-{d}nun-gal',PN
1175, 'gu4-KU-lu-a',PN
1176, 'i-mu-na-si',PN
1177, 'i3-li2-tu-lu-x',PN
1178, 'igi-mu-i3-szi-gal2',PN
1179, 'ka2-hi-li-i3-du10',PN
1180, 'kisal-e-si',PN
1181, 'nam-mah-{d}ba-ba6',PN
1182, 'nin-da-da',PN
1183, 'nin-gu3-de2-a',PN
1184, 'nin-ama',PN
1185, 'nin-da-gi4-a',PN
1186, 'nin-gin7-ha-sa6',PN
1187, 'nin-igi-du',PN
1188, 'lu2-ga',PN
1189, 'nin-mas-su',PN
1190, 'a-a-ha-ma-ti',PN
1191, 'nin-mu-gal2-mu',PN
1192, 'nin-mu-uszur4-mu',PN
1193, 'nin-{d}szakkan2',PN
1194, 'SI-A-tum',PN
1195, 'giri3-{d}nin-dar-a-i3-dab5',PN
1196, '{d}szul-pa-e3-szesz',PN
1197, '{d}utu-di-mu',PN
1198, 'nim-mu-igi-mu',PN
1199, 'nin-e-szu-ma',PN
1200, 'nin-za3-mi2',PN
1201, '{d}ba-ba6-da-nu-me-a',PN
1202, '{d}ba-ba6-ki-sza',PN
1203, '{d}ba-ba6-zi-mu',PN
1204, 'u3-ne',PN
1205, 'amar-sun2-zi-da',PN
1206, '{d}ba-ba6-nin-am3',PN
1207, '{d}nigar-ne-x-x',PN
1208, 'nin-ra-mu-gi4',PN
1209, 'ama-szim',PN
1210, 'du11-ga-lal3-bi',PN
1211, 'geme2-{d}gesztin-an-na',PN
1212, 'geme2-{d}sa12-du11',PN
1213, 'geme2-{d}szul-gi',PN
1214, 'i3-sa6-ga',PN|FN
1215, 'ka-ku3-ga-ni',PN
1216, 'lal3-la',PN
1217, 'nin-erin2-a-ni',PN
1218, 'nin-ki-la2-a',PN
1219, 'nin-mu-nigin-mu',PN
1220, 'nin-nina{ki}',PN
1221, 'nin-ra-giri17-zal',PN
1222, 'nin-ur5-sa6',PN
1223, 'nin-da-nir-gal2',PN
1224, 'sza3-da-nu-du10',PN
1225, 'de2-de2-ga',PN
1226, 'ta2-di3-esz18-dar',PN
1227, 'ur-{d}gu-ul',PN
1228, '{d}ba-ba6-ta-lu2',PN
1229, '{d}nin-szubur-ga2',DN
1230, 'a-bi-zi-im-ti',PN
1231, 'a-li2-ih',PN
1232, 'ab-za-x',PN
1233, 'ad-du-sza',PN
1234, 'ama-ki-lu5-la',PN
1235, 'ama-szu-hal-bi',PN
1236, 'ama-tu',PN
1237, 'ama-zi-mu',PN
1238, 'da-dam-esz18-dar',PN
1239, 'da-din-esz-dar',PN
1240, 'dingir-i3-si',PN
1241, 'geme2-ama-du6',PN
1242, 'geme2-{d}nin-x',PN
1243, 'geme2-{d}sza-u18-sza',PN
1244, 'ki-sza',PN
1245, 'nin-a-pi4-sal4',PN
1246, 'nin-a-sze3-x-x',PN
1247, 'nin-ga2-ne-sag',PN
1248, 'nin-mu-ma-kal',PN
1249, 'nin-munus-du11-ga',PN
1250, 'nin-sag',PN
1251, 'nin-u4-a-ni',PN
1252, 'szu-ga-lam-zi-mu',PN
1253, 'zi-mu-in-da-gal2',PN
1254, 'um-mi-da-bat3',PN
1255, 'za3-mu-ba-ni-x',PN
1256, 'nin-u3-ma',PN
1257, '{d}ba-ba6-ama',PN
1258, '{d}ba-ba6-gu4-lu2',PN
1259, '{d}nansze-ama-mu',PN
1260, '{d}nin-szubur-ama-mu',PN
1261, 'gam',PN
1262, 'sag-{d}ba-ba6',PN
1263, 'nin-ib2-diri',PN
1264, 'a2-lu5-lu5',PN
1265, 'geme2-lal3',PN
1266, 'geme2-SZIM',PN
1267, 'geme2-{d}nansze',PN
1268, 'me-x-unu{ki}',PN
1269, 'nin-e-zu',PN
1270, 'nin-lu2-e3',PN
1271, 'na-x-na',PN
1272, 'nin-mu-gi4',PN
1273, 'nin-nig2-zu',PN
1274, 'inim-{d}szul-gi-ib2-ta-e3',PN
1275, '{d}szul-gi-a2-mah',PN
1276, '{d}szul-gi-u2-nam-ti',PN
1277, 'lu2-azlag2',PN
1278, '{d}nin-gesz-zi-da',TN|DN
1279, 'dingir-en-nu',PN
1280, 'dur2-gu-za-na',PN
1281, 'en-ga',PN
1282, 'e2-gu4',PN
1283, 'dun-am-i3-li2',PN
1284, 'esz3-ta-szu-sa6-ga',PN
1285, 'szesz-ki-lu5-la',PN
1286, 'lu2-en-nu',PN
1287, 'ur-{d}asar',PN
1288, '{d}nansze-mu',DN
1289, '{d}utu-a2-...',PN
1290, 'a-ha-ma-ti',PN
1291, 'az-am3',PN
1292, 'nin-pa-e3',PN
1293, 'a-a-mu',PN
1294, 'a-ba-an-da-sa2',PN
1295, 'a-ba-i3-lum',PN
1296, 'a-ba-la-du',PN
1297, 'a-ba-{d}en-lil2',PN
1298, 'a-bi2-dim2',PN
1299, 'a-bu-ha-du',PN
1300, 'a-bu3-dingir',PN
1301, 'a-bum-da-gan',PN
1302, 'a-ha-ti',PN
1303, 'a-hi-li',PN
1304, 'a-hu(RI)-da-mi-iq',PN
1305, 'a-ka3-de3{ki}-ki-du10',PN
1306, 'a-lu2-lil-la',PN
1307, 'a-na-lu2',PN
1308, 'a-nu-su',PN
1309, 'a-ri-nin',PN
1310, 'a-zi',PN
1311, 'a-zu-zu',PN
1312, 'a2-ba-la-du',PN
1313, 'a2-na-sa6',PN
1314, 'a2-tu',PN
1315, 'ab-ba-dingir',PN
1316, 'ama-bara2-ge',PN
1317, 'ama-dab5',PN
1318, 'ama-i-in',PN
1319, 'ama-lal3',PN
1320, 'ama-ni',PN
1321, 'ama-sa6',PN
1322, 'ama-su',PN
1323, 'ama-tesz2',PN
1324, 'ama-um-me-ga',PN
1325, 'amar-x',PN
1326, 'amar-ab',PN
1327, 'amar-an-ne2',PN
1328, 'amar-bad3',PN
1329, 'amar-ezem',PN
1330, 'amar-ha',PN
1331, 'amar-ki',PN
1332, 'amar-ku6-a{ki}',PN
1333, 'amar-si4',PN
1334, 'amar-tum(LAK446)',PN
1335, 'an-dur-lul',PN
1336, 'an-gu2',PN
1337, 'AN-sa6-ga',PN
1338, 'e2-gurum2',PN
1339, 'da-ba',PN
1340, '{d}inanna-ka',DN
1341, 'ansze-x',PN
1342, 'ap2-lum',PN
1343, 'ARAD2-da-ni',PN
1344, 'ba-ba-a',PN
1345, 'ba-ba6-da',DN
1346, 'ba-x',PN
1347, 'gu4-gur',PN
1348, 'ba-zi-na',PN
1349, 'bar-ra-ni',PN
1350, 'be-li2',PN
1351, 'be-li2-a-bum',PN
1352, 'be6-li2-li2',PN
1353, 'bil3-ga-zu',PN
1354, 'bu3-bu3',PN
1355, 'bu3-lu5-lu5',PN
1356, 'da-da-gu-la',DN
1357, 'da-ti',PN
1358, 'da-ti-a',PN
1359, 'gu-ti-um',GN
1360, 'i-ki-a-tu',PN
1361, 'dam-dingir-mu',PN
1362, 'dar-da',PN
1363, 'di-{d}utu',PN
1364, 'dingir-al-sa6',PN
1365, 'dingir-da-da',PN
1366, 'dingir-ga2-i3-sa6',PN
1367, 'dingir-igi-du',PN
1368, 'dingir-kal',PN
1369, 'dingir-palil',PN
1370, 'dingir-ra-bi2',PN
1371, 'dingir-su-dan',PN
1372, 'dingir-sukkal',PN
1373, 'DU-da',GN
1374, 'da-ba-al',PN
1375, 'du-du-ha-ma-ti',PN
1376, 'du11-ga',PN
1377, '{d}utu-ra-bi2',PN
1378, 'lugal-ku-li',PN
1379, 'ha-szu-a-num2{ki}',GN
1380, 'ga-a-lum',PN
1381, 'a-ku-ga',PN
1382, 'lu2-su',PN
1383, 'u2-ki-isz',PN
1384, 'dumu-ni',PN
1385, 'dur-ud5',PN
1386, 'si-du3',PN
1387, 'e-lu-lu',PN
1388, 'e-ri2-ma-da',PN
1389, 'e2-an-dul3',PN
1390, 'e2-bar-kas4',PN
1391, 'e2-gar-bi',PN
1392, 'e2-gissu-gar',PN
1393, 'lu2-eme',PN
1394, 'e2-iti-da',PN
1395, 'gu2-eden-na',GN
1396, 'e2-ki-ag2',PN
1397, 'e2-nam',GN
1398, 'e2-sar',TN
1399, 'e2-sukkal-gi-si',PN
1400, 'e2-szir3-re2',PN
1401, 'a-gar-du10',PN
1402, 'e2-ta-mu-su',PN
1403, 'e2-ur2-bi-du10',PN
1404, 'e2-x',PN
1405, 'lugal-si-gar',PN
1406, 'e2-zi-ku3-ga',PN
1407, 'e3-gu-da-gan',PN
1408, 'en-num2-i3-li2',PN
1409, 'en-abzu-a-DU',PN
1410, 'en-an-na-tum2',PN
1411, 'en-e2',PN
1412, 'en-edin-ne2',PN
1413, 'en-kas4',PN
1414, 'en-ki',PN
1415, 'en-ki-nu2',PN
1416, 'en-ku-li',PN
1417, 'en-lil2',PN
1418, 'en-me-te-na',PN
1419, 'en-ne',PN
1420, 'an-lu2',PN
1421, 'en-num2-esz18-dar',PN
1422, 'en-tu-ne',PN
1423, 'en-u4-da-na',PN
1424, 'er3-ri-ib',PN
1425, 'eren-da',PN
1426, 'eren-da-ni',PN
1427, 'za3-mu',PN
1428, 'gal-pu3-asz-tar2',PN
1429, 'gan-{d}utu',PN
1430, 'a-bu-du10',PN
1431, 'da-a-a',PN
1432, 'da-mu',DN
1433, 'dingir-sag10',PN
1434, 'e-mul',PN
1435, 'lugal-kar-re',PN
1436, 'e2-sag-il2-la',PN
1437, 'gu2-tar',PN
1438, 'lugal-lu2-ni',PN
1439, 'lu2-he2-gal2',PN
1440, 'lu2-{d}er3',PN
1441, 'lu2-{d}NI-x',PN
1442, 'lugal-da-ga',PN
1443, 'lugal-hi-li',PN
1444, 'lugal-szu-nir-re',PN
1445, 'lugal-za3-ge',PN
1446, 'ur-dam',PN
1447, 'sza3-gu2-bi',PN
1448, 'sza3-ku3-ge',PN
1449, 'ur-{d}da-ni',PN
1450, 'ur-gu',PN
1451, 'ur-e2-diri',PN
1452, 'ur-e2-gal',PN
1453, 'ur-e2-masz',PN
1454, 'ur-TAR',PN
1455, 'ur-e2-nun-na',PN
1456, 'ur-zabala3{ki}',PN
1457, 'i-ti-a',PN
1458, 'ur-{d}nin-urta',RN
1459, 'i-di3-a',PN
1460, 'kikken2-na',PN
1461, 'geme2-ba-gara2',PN
1462, 'geme2-e2',PN
1463, 'geme2-e2-gu-la',PN
1464, 'geme2-lagas{ki}',PN
1465, 'geme2-lugal-e2-sukkal',PN
1466, 'geme2-TAR',PN
1467, 'geme2-{d}ha-ia3',PN
1468, 'geme2-{d}inanna',PN
1469, 'geme2-{d}nin-szubur',PN
1470, 'geme2-{d}nin-ur4',PN
1471, 'inim-ku3',PN
1472, 'pu2',PN
1473, 'lu2-bu',PN
1474, 'lugal-ku3',PN
1475, 'lugal-sa6',PN
1476, 'ur-kesz3{ki}',PN
1477, 'gir2-nun',PN
1478, 'gir2-su-ki-du10',PN
1479, 'giskim-nu-ti',PN
1480, 'gissu',PN
1481, 'du6-ba-al',PN
1482, 'gissu-na-ni-du10',PN
1483, 'geme2-mu-DU',PN
1484, 'lugal-sa-du8',PN
1485, 'nig2-mu-x',PN
1486, 'gu2-ab-ba-ki-du10',PN
1487, 'gu2-tar-la2',PN
1488, 'lugal-zi',PN
1489, 'lu-lu-bum2',GN
1490, 'nu-banda3-gu4',PN
1491, '{d}mes-lam-ta-e3-a',DN
1492, 'da-an-u2-ri',PN
1493, 'ama-bara2',PN
1494, 'har-ti',PN
1495, 'lu2-gi-gun4',PN
1496, 'he2-sa6',PN
1497, 'i-bi2-x',PN
1498, 'i-di3-{d}id2',PN
1499, 'i-lul-dingir',PN
1500, 'i-sar-be',PN
1501, 'i-sar-ru-um',PN
1502, 'i-sar-szum2',PN
1503, 'i-sza-ni-ka-ga',PN
1504, 'i-szar-...',PN
1505, 'i-szar-dim2',PN
1506, 'i-ta-e3-a',PN
1507, 'i-ti-da-gal',PN
1508, 'me',PN
1509, 'ti-di',PN
1510, 'szu4-gan',PN
1511, 'i-nu-sa-tu',PN
1512, 'i3-da-ga',PN
1513, 'i3-gu-gu',PN
1514, 'i3-li2',PN
1515, 'i3-li2-a-hi',PN
1516, 'i3-li2-isz-da-x',PN
1517, 'i3-li2-tab-ba',PN
1518, 'i3-lum-bala',PN
1519, 'i3-lum-gar3',PN
1520, 'i3-lum-ka3-bar',PN
1521, 'i3-lum-kal',PN
1522, 'i3-lum-ra-bi2',PN
1523, 'i3-sa6-sa6',PN
1524, 'i3-x-x',PN
1525, 'i3-li2-x',PN
1526, 'i7-da-sa6',WN
1527, 'i7-lu2',PN
1528, 'ib-qum',PN
1529, 'ig-bi2-gi',PN
1530, 'igi-tur-ni',PN
1531, 'igi-zi',PN
1532, 'igi-{d}en-lil2',PN
1533, 'il3-su-dan',PN
1534, 'in-in',PN
1535, 'inim-ma-an',PN
1536, 'inim-{d}utu-zi',PN
1537, 'inim-{d}x',PN
1538, 'iri-ni-ba-ag2',PN
1539, 'isz-lul-dingir',PN
1540, 'isz-ma2-dingir',PN
1541, 'isz-ma2-il3',PN
1542, 'ka-gi-na',PN
1543, 'ka-ku3-kur-re2',PN
1544, 'ka-sig',PN
1545, 'ka-...',PN
1546, 'kal-la',PN
1547, 'amar-kun',PN
1548, 'wu-tur2-be-li2',PN
1549, 'lu2-ban3-da',PN
1550, 'sag-sa10-a',PN
1551, 'ur-zu-mu',PN
1552, 'ku-da-al-la',PN
1553, 'ku-ru-te-si-ad',PN
1554, 'ku-ru-ub-bi-la-ak',PN
1555, 'ku-ru-ub-{d}{asz}aszgi{gi4}',PN
1556, 'me-NIGIN3',PN
1557, 'ur2-ku3-ge',PN
1558, 'ku3-{d}utu',PN
1559, '|PU3.SZA|-{d}szara2',PN
1560, 'szu-la2-te',PN
1561, 'ka-imin',PN
1562, 'kur-giri3-ni',PN
1563, 'e2-{d}en-lil2',PN
1564, 'i-lu5-lu5',PN
1565, 'masz-li-lum',PN
1566, 'la-gi-bu-um',PN
1567, 'lal3-dug',PN
1568, 'a-lu2',PN
1569, 'adab{ki}',GN
1570, 'szurupak{ki}',GN
1571, 'lu2-an-ne2',PN
1572, '1(asz@c)',PN
1573, 'lu2-du6-a',PN
1574, 'ur-sag-gul',PN
1575, 'lu2-igi',PN
1576, 'lu2-igi-pi-ni',PN
1577, 'lu2-iri-mu',PN
1578, 'lu2-kisal-si',PN
